station_name,latitude,longitude
BORIVALI RAILWAY STN,19.0759837,72.8776559
MUMBRA RAILWAY STN,19.0759837,72.8776559
ANDHERI RAILWAY STN,19.0759837,72.8776559
PALGHAR RAILWAY STN,19.0759837,72.8776559
BMBY CURREY RD RAILWAY STN,19.0759837,72.8776559
BBY CHINCHPKILI RAILWAY STN,19.0759837,72.8776559
KARJAT RAILWAY STN,19.0759837,72.8776559
BYCULLA RAILWAY STN,19.0759837,72.8776559
DAHANU ROAD RAILWAY STN,19.0759837,72.8776559
NIDI RAILWAY STN,19.0759837,72.8776559
C SHIVAJI MAH T RAILWAY STN,19.0759837,72.8776559
BB ELPHNSTNE RD RAILWAY STN,19.0759837,72.8776559
MUMBAI CENTRAL RAILWAY STN,19.0759837,72.8776559
CHAURI CHAURA RAILWAY STN,26.6483415,83.5962572
MUNDERWA RAILWAY STN,26.7741696,82.9111585
MUNDHA PANDE RAILWAY STN,28.8035608,78.9358957
MUNDIKOTA RAILWAY STN,21.3703722,79.8394783
MUNDILYAMPAKKAM RAILWAY STN,11.9976046,79.5157906
MUNDLANA RAILWAY STN,29.2035861,76.7740475
MARWAR MUNDWA RAILWAY STN,27.0630708,73.8230411
MUNGAOLI RAILWAY STN,24.4140762,78.0937171
GUNERU BAMORI RAILWAY STN,24.4140762,78.0937171
MUNGER RAILWAY STATION,25.3707993,86.4733903
MUNIGUDA RAILWAY STN,19.6211504,83.4987493
MUNIRABAD RAILWAY STN,15.3024752,76.3376786
MURADI RAILWAY STN,23.4502729,85.8818829
MURADNAGAR RAILWAY STN,28.7718326,77.5074593
MURAGACHA RAILWAY STN,22.6964909,88.4188928
MURARAI RAILWAY STN,24.4408528,87.8574308
ARAVALI ROAD RAILWAY STN,17.3146667,73.5535234
MURDESHWAR RAILWAY STN,14.093993,74.4898633
MURI RAILWAY STN,23.3784241,85.8614181
TARSARAI RAILWAY STN,26.2005349,86.0134329
MURIBAHAL RAILWAY STN,20.3869482,83.0139811
MURLIGANJ RAILWAY STN,25.901024,86.9949372
MURSAN RAILWAY STN,27.5678273,77.9353127
RUNNI SAIDPUR RAILWAY STN,26.2379001,85.2968171
MURSHADPUR RAILWAY STN,28.394753,77.522171
BERHAMPORE CRT RAILWAY STN,24.1759039,88.2801785
MURSHIDABAD RAILWAY STN,24.1759039,88.2801785
KHAGRAGHAT ROAD RAILWAY STN,24.1759039,88.2801785
MURTAJAPUR RAILWAY STN,20.7232674,77.369906
AUSA ROAD RAILWAY STN,18.331926,72.9608202
MURUD RAILWAY STN,18.331926,72.9608202
MAHALI MARUP RAILWAY STN,23.820805,84.6034271
MUSAFIR KHANA RAILWAY STN,26.3749483,81.8022758
AMAN VADI RAILWAY STN,19.4596258,74.6949305
MUSRA RAILWAY STN,21.1539413,80.8737539
BARAGAON RAILWAY STN,27.3076442,78.5767311
CHHAN ARORIAN RAILWAY STN,32.4141585,75.3849382
BADANAGUPPE RAILWAY STN,11.9821225,76.854799
SASALU RAILWAY STN,14.2192085,76.1182236
MUZAFFARNAGAR RAILWAY STN,29.4726817,77.7085091
MUZAFFARPUR JUNCTION,26.1196607,85.390982
ETAKKOT RAILWAY STN,11.7971661,75.4469646
KELVA ROAD RAILWAY STN,19.6127539,72.7816367
MYSURU JUNCTION,12.2958104,76.6393805
CHAMARAJAPURAM RAILWAY STN,12.2958104,76.6393805
NABADWIP DHAM RAILWAY STN,23.4036694,88.3658569
NABHA RAILWAY STN,30.3730177,76.1469551
VAREDIYA RAILWAY STN,21.8114016,73.0360542
NABIPUR RAILWAY STN,21.8114016,73.0360542
NADA RAILWAY STN,22.1264461,73.369396
NADBAI RAILWAY STN,27.2127282,77.2038203
NADGAM RAILWAY STN,22.7782005,72.9431038
VAIBHAVWADI RD RAILWAY STN,16.491238,73.6948234
NADIAD JUNCTION,22.6915853,72.8633635
JAKSI RAILWAY STN,23.1882286,72.1026968
KALPATTICHATRAM RAILWAY STN,10.539418,78.230526
NADWAN RAILWAY STN,25.3990589,85.0681528
AKALKOT ROAD RAILWAY STN,17.3924501,76.1696791
NAGANSUR RAILWAY STN,17.3924501,76.1696791
NAGAON RAILWAY STN,26.348009,92.6838111
NAGAPPATTINAM RAILWAY STN,10.7672313,79.8448512
VELLPAPALYAM RAILWAY STN,10.7672313,79.8448512
ANDANAPPETTAI RAILWAY STN,10.7672313,79.8448512
NAGAR RAILWAY STN,22.0796545,82.1409152
BRIJ NAGAR RAILWAY STN,27.4230683,77.0946874
NAGARI RAILWAY STN,13.3193127,79.586075
NAGARI RAILWAY STN,20.5658822,78.0951431
NAGARIA SADAT RAILWAY STN,28.5528095,79.2077514
NAGARSOL RAILWAY STN,20.1092692,74.528751
NAGAR UNTARI RAILWAY STN,24.2820437,83.4960125
NAGARUR RAILWAY STN,14.9904167,77.8310104
NAGARWARA RAILWAY STN,22.2142322,80.1190458
NAGAUR RAILWAY STN,27.1983368,73.7493272
NAGAVANGALA RAILWAY STN,13.6593031,75.978254
NAGBHIR JUNCTION,20.5846349,79.6810815
NAGDA JUNCTION,23.4561435,75.4226665
NAGERCOIL JUNCTION,8.1832857,77.4118996
NAGER COIL TOWN RAILWAY STN,8.1832857,77.4118996
NAGINA RAILWAY STN,29.4426409,78.4326638
NAGIREDDIPALLI RAILWAY STN,17.8406388,78.9672019
MENDU RAILWAY STN,27.6107215,78.1293615
HATHRAS ROAD RAILWAY STN,27.6107215,78.1293615
NOH BACHHAMDI RAILWAY STN,27.2279279,77.5418791
NAGORE RAILWAY STN,10.8127803,79.8391001
NAGOTHANE RAILWAY STN,18.5446161,73.1364357
NAGPUR RAILWAY STN,21.1458004,79.0881546
ITWARI RAILWAY STN,21.1458004,79.0881546
KALAMNA RAILWAY STN,21.1458004,79.0881546
IRGAON RAILWAY STN,23.4447922,84.7994271
TETULMARI RAILWAY STN,23.818446,86.3503495
NAGROTA RAILWAY STN,32.1053971,76.3789037
NAGROTA SURIYAM RAILWAY STN,32.0550942,76.0928511
CHAUKHANDI RAILWAY STN,25.3435694,82.849927
NAHARKATIYA RAILWAY STN,27.2862086,95.325754
NAHARLAGUN RAILWAY STN,27.1086309,93.6983979
GIDARPINDI RAILWAY STN,31.1433415,75.1681757
NAIHATI JUNCTION,22.8895189,88.4219729
JANJGIR NAILA RAILWAY STN,22.0193063,82.5699766
LODIPUR BISHNPR RAILWAY STN,28.8804577,78.6592874
NAINI RAILWAY STN,25.3905022,81.8632385
NAINPUR JUNCTION,22.4266058,80.1095601
PALACHAURI RAILWAY STN,23.3422678,75.8438008
NAJIBABAD JUNCTION,29.6123401,78.3441643
NAKKANADODDI RAILWAY STN,15.166076,77.4759334
PATAKOTTACHERU RAILWAY STN,15.166076,77.4759334
NAKODAR JUNCTION,31.1270186,75.4817733
NALANDA RAILWAY STN,25.1240603,85.4594749
NALBARI RAILWAY STN,26.4446185,91.4410527
NALGONDA RAILWAY STN,17.0577054,79.2683623
NALHATI JUNCTION,24.2920951,87.8377842
DELVADA RAILWAY STN,20.7521231,71.0170897
NALLACHERUVU RAILWAY STN,13.9868933,78.1852281
KOLLIDAM RAILWAY STN,11.3189116,79.734932
NALLAPADU RAILWAY STN,16.2990649,80.3867417
NALPUR RAILWAY STN,22.5307098,88.1840118
KACHCHANVILAI RAILWAY STN,8.5754302,78.0491886
NALWAR RAILWAY STN,16.9430496,76.9924167
SHAMPURHALLI RAILWAY STN,16.9430496,76.9924167
ADI SAPTAGRAM RAILWAY STN,22.9617295,88.383412
BANSH BARIA RAILWAY STN,22.9617295,88.383412
PUNDOOAH RAILWAY STN,23.067695,88.2668009
NAMAKKAL RAILWAY STN,11.2193848,78.1678418
NAMKHANA RAILWAY STN,21.7699486,88.231513
NAMLI RAILWAY STN,23.4593161,75.0625748
NAMRUP RAILWAY STN,27.1835838,95.3468563
NANA RAILWAY STN,24.9207825,73.1379109
NANDALUR RAILWAY STN,14.2709505,79.1068667
H SAHIB NANDED RAILWAY STN,19.1485289,77.3191471
NANDESARI RAILWAY STN,22.4102781,73.0912884
NANDGAON RAILWAY STN,20.3068589,74.65459
PANJHAN RAILWAY STN,20.3068589,74.65459
GUDUVANCHERI RAILWAY STN,12.844653,80.0613505
KATTANGULATTUR RAILWAY STN,12.844653,80.0613505
NANDRE RAILWAY STN,20.7700925,75.4402993
MAHEJI RAILWAY STN,20.7700925,75.4402993
ADRA JUNCTION,23.5224889,86.6686635
JOYCHANDI PAHAR RAILWAY STN,23.5224889,86.6686635
NANDURA RAILWAY STN,20.8307334,76.4505243
KHUMGAON BURTI RAILWAY STN,20.8307334,76.4505243
NANDURBAR RAILWAY STN,21.3700906,74.240336
NANDAPUR RAILWAY STN,21.3700906,74.240336
NANDYAL RAILWAY STN,15.4776876,78.487285
DEVLALI RAILWAY STN,19.8894817,73.8624893
LAHAVIT RAILWAY STN,19.8894817,73.8624893
NANGAL DAM RAILWAY STN,31.3832213,76.3765753
NANGUNERI RAILWAY STN,8.4961056,77.6464534
CHAVADIPALAIYAM RAILWAY STN,11.2646147,77.7738163
NANJANGUD TOWN RAILWAY STN,12.1159697,76.678249
NANNILAM RAILWAY STN,10.8791405,79.6125281
NANPARA JUNCTION,27.8674709,81.4992884
NOADAR DHAL RAILWAY STN,23.9976883,88.289905
BANPAS RAILWAY STN,23.9976883,88.289905
NAOJAN RAILWAY STN,26.1068035,93.8540784
NAPASAR RAILWAY STN,27.9645156,73.5596304
KARPURIGRAM RAILWAY STN,25.8710492,85.7346146
SNARAYAN CHAPIA RAILWAY STN,26.0378976,80.4966062
VALAVANUR RAILWAY STN,12.0876562,79.2038796
NARANGI RAILWAY STN,26.1821086,91.833325
NARASAPUR RAILWAY STN,16.4393431,81.7014331
NARASARAOPET RAILWAY STN,16.2359181,80.0496499
AKASHI RAILWAY STN,23.4108988,84.8515804
NAGJUA RAILWAY STN,23.4108988,84.8515804
NARAINA RAILWAY STN,26.631366,77.191136
MANDASA ROAD RAILWAY STN,16.8187942,81.4054283
NARAYANAPURAM RAILWAY STN,16.8187942,81.4054283
KHERVADI RAILWAY STN,19.1177853,73.9740704
NARAYANPET ROAD RAILWAY STN,16.7440522,77.4954416
HARISCHANDRPUR RAILWAY STN,22.0943406,88.409485
GORAUL RAILWAY STN,25.9269734,85.3220221
NARIAOLI RAILWAY STN,23.9064642,78.5918631
NARDANA RAILWAY STN,20.5088262,74.7483371
HOL RAILWAY STN,20.5088262,74.7483371
NILAJE RAILWAY STN,19.1333434,73.1143067
NARI KHETRI RAILWAY STN,28.1928947,75.6041056
NARKATIAGANJ JUNCTION,27.1063462,84.4749925
NARKHER RAILWAY STN,21.4691505,78.5291706
TINKHEDA RAILWAY STN,21.4691505,78.5291706
NARNAUL RAILWAY STN,28.0687645,76.106789
NARODA RAILWAY STN,23.0685865,72.6535961
NARSINGHPUR RAILWAY STN,22.9473179,79.1923266
BAGAHAI ROAD RAILWAY STN,22.9473179,79.1923266
GURSAR SHNEWALA RAILWAY STN,30.163806,74.8960308
NARWANA JUNCTION,29.5959853,76.1149662
NARWASI RAILWAY STN,28.7407748,75.3950487
NASIK ROAD RAILWAY STN,19.9974533,73.7898023
NASIRABAD RAILWAY STN,26.3017564,74.7340627
NASRALA RAILWAY STN,31.4889969,75.8228899
KANNAUJ CITY RAILWAY STN,27.0288787,79.9038774
NATHDWARA RAILWAY STN,24.9311558,73.8193405
NATHNAGAR RAILWAY STN,25.2432132,86.9348672
NATHWANA RAILWAY STN,29.7898891,74.4071271
WAZERGANJ RAILWAY STN,24.8253645,85.2282525
NAUGACHIA RAILWAY STN,25.387344,87.0979867
SIDDHARTH NAGAR RAILWAY STN,27.2990659,83.0927827
NAUPADA JUNCTION,18.5771816,84.2844961
NAUTANWA RAILWAY STN,27.4241659,83.4269996
NAVALUR RAILWAY STN,15.4293754,75.040671
NAVIPET RAILWAY STN,18.7712892,78.0152864
NAVSARI RAILWAY STN,20.9467019,72.9520348
NAWA CITY RAILWAY STN,27.0223997,75.0043033
NAWABGANJ GONDA RAILWAY STN,26.9268042,81.1833809
NAWADAH RAILWAY STN,24.8866859,85.5434572
SALKAROAD RAILWAY STN,21.2199253,81.814238
NAWALGARH RAILWAY STN,27.8454214,75.2546476
NAWAN RAILWAY STN,28.4724205,75.5469469
N S DOABA JUNCTION,31.1255583,76.118642
LAKKADKOT RAILWAY STN,21.1616527,73.7946403
NAVAPUR RAILWAY STN,21.1616527,73.7946403
NAYA NAGAR RAILWAY STN,25.7455208,86.1005462
NAYUDUPETA RAILWAY STN,13.9058635,79.8910459
NAYAGAON RAILWAY STN,25.7607312,85.0994962
NAYAGARH RAILWAY STN,20.1231332,85.1038426
NAYDONGRI RAILWAY STN,20.3496226,74.8346296
NAZARETH RAILWAY STN,8.5562084,77.9710098
NAZIRA RAILWAY STN,26.9006575,94.7225793
MEZENGA S RAILWAY STN,26.9006575,94.7225793
NAZIRGANJ RAILWAY STN,25.4649225,84.1639569
NIDAMANGALAM RAILWAY STN,10.7713257,79.414322
NIM KA THANA RAILWAY STN,27.7381166,75.7877493
GOVERDHAN RAILWAY STN,27.5200702,77.4530491
NEYVELI RAILWAY STN,13.2599685,80.0912832
NEKONDA RAILWAY STN,16.7817125,78.2261593
NELAMANGALA RAILWAY STN,13.097301,77.3856398
NELLIMARIA RAILWAY STN,18.1647561,83.4482228
NELLORE RAILWAY STN,14.4425987,79.986456
VEDAYAPALEM RAILWAY STN,14.4425987,79.986456
NELLORE SOUTH RAILWAY STN,14.4425987,79.986456
KANIL RAILWAY STN,22.8463301,72.724494
NENPUR RAILWAY STN,22.8463301,72.724494
MANPUR NAGARIA RAILWAY STN,27.9012211,78.8524199
KACHHIA BRIDGE RAILWAY STN,27.9012211,78.8524199
NEORA RAILWAY STN,25.5677385,85.0029134
NEPANAGAR RAILWAY STN,21.4532252,76.4215988
MANDWA RAILWAY STN,21.4532252,76.4215988
BANSADHARA RAILWAY STN,20.2375561,84.2700179
PALASINGI RAILWAY STN,20.2375561,84.2700179
NERAL RAILWAY STN,19.0229668,73.3175272
NERALAKATTE RAILWAY STN,13.6721979,74.7806369
NETRANG RAILWAY STN,21.64,73.3605539
NEW DELHI RAILWAY STN,28.6139298,77.2088282
H NIZAMUDDIN RAILWAY STN,28.6139298,77.2088282
ANAND VIHAR TRM RAILWAY STN,28.6139298,77.2088282
DELHI S ROHILLA RAILWAY STN,28.6139298,77.2088282
DELHI RAILWAY STATION,28.6139298,77.2088282
DELHI SHAHDARA RAILWAY STN,28.6139298,77.2088282
DELHI CANTT,28.6139298,77.2088282
TUGLAKABAD RAILWAY STN,28.6139298,77.2088282
NANGLOI RAILWAY STN,28.6139298,77.2088282
PALAM RAILWAY STN,28.6139298,77.2088282
SADAR BAZAR RAILWAY STN,28.6139298,77.2088282
NARELA RAILWAY STN,28.6139298,77.2088282
SHAKURBASTI RAILWAY STN,28.6139298,77.2088282
TILAK BRIDGE RAILWAY STN,28.6139298,77.2088282
DELHI KISHANGNJ RAILWAY STN,28.6139298,77.2088282
SUBZI MANDI RAILWAY STN,28.6139298,77.2088282
VIVEKA VIHAR RAILWAY STN,28.6139298,77.2088282
DELHI SAFDARJNG RAILWAY STN,28.6139298,77.2088282
SHIVAJI BRIDGE RAILWAY STN,28.6139298,77.2088282
OKHLA RAILWAY STN,28.6139298,77.2088282
DAYABASTI RAILWAY STN,28.6139298,77.2088282
MANGOLPURI RAILWAY STN,28.6139298,77.2088282
BIJWASAN RAILWAY STN,28.6139298,77.2088282
HOLAMBI KALAN RAILWAY STN,28.6139298,77.2088282
SHAHABAD MD.PUR RAILWAY STN,28.6139298,77.2088282
DELHI AZADPUR RAILWAY STN,28.6139298,77.2088282
SEWA NAGAR RAILWAY STN,28.6139298,77.2088282
BRAR SQUARE RAILWAY STN,28.6139298,77.2088282
PATELNAGAR RAILWAY STN,28.6139298,77.2088282
LAJPAT NAGAR RAILWAY STN,28.6139298,77.2088282
SAROJINI NAGAR RAILWAY STN,28.6139298,77.2088282
GHEVRA RAILWAY STN,28.6139298,77.2088282
CHANAKYAPURI RAILWAY STN,28.6139298,77.2088282
ANAND VIHAR RAILWAY STN,28.6139298,77.2088282
LODI COLONY RAILWAY STN,28.6139298,77.2088282
KIRTINAGAR RAILWAY STN,28.6139298,77.2088282
MUNDKA RAILWAY STN,28.6139298,77.2088282
SARDAR PATEL RD RAILWAY STN,28.6139298,77.2088282
NARAINA VIHAR RAILWAY STN,28.6139298,77.2088282
VIVEKNNDAPURI H RAILWAY STN,28.6139298,77.2088282
AMBARI FALAKATA RAILWAY STN,26.684225,88.4428012
JALALGANJ RAILWAY STN,25.2737805,82.9772833
NEYYATTINKARA RAILWAY STN,8.4026673,77.0860939
VAGHLI RAILWAY STN,18.9651982,72.9622965
BHORAS BUDRUKH RAILWAY STN,18.9651982,72.9622965
NIBHAPUR RAILWAY STN,25.6082316,82.2501812
NIBKARORI RAILWAY STN,27.3164198,79.3718986
B L DASPURI RAILWAY STN,27.3164198,79.3718986
NIDADAVOLU JUNCTION,16.8970864,81.6634478
MUSTABADA RAILWAY STN,16.5094491,80.7203035
NIDAMANURU RAILWAY STN,16.5094491,80.7203035
NIDIGALLU RAILWAY STN,14.5433182,77.8310104
NIGAURA RAILWAY STN,22.988184,81.8695578
FURSATGANJ RAILWAY STN,26.5623466,81.0299183
NIGOHAN RAILWAY STN,26.5623466,81.0299183
CHORGHATPIPARIA RAILWAY STN,24.1503455,81.9173312
NIHASTA HALT RAILWAY STN,26.2232228,80.9180086
GUMANI RAILWAY STN,24.8042016,87.7929333
BONIDANGA RAILWAY STN,24.8042016,87.7929333
MALHOUR RAILWAY STN,26.8528614,81.0514327
NILAMBUR ROAD RAILWAY STN,11.2855356,76.2385793
NILESHWAR RAILWAY STN,12.2557161,75.1340652
NILOKHERI RAILWAY STN,29.8398938,76.9317422
NIMACH RAILWAY STN,24.4737663,74.8726497
NIMBAHERA RAILWAY STN,24.6239992,74.6892525
NIMBAL RAILWAY STN,17.3997016,76.3984537
KYATANEAKERI RD RAILWAY STN,17.3997016,76.3984537
TALNI RAILWAY STN,20.7529523,78.2287457
NIMBHORA RAILWAY STN,18.0117565,74.3602596
ASIRGARH ROAD RAILWAY STN,21.3729301,76.2623945
NIMDIH RAILWAY STN,22.9917487,86.1459216
NMG TAMDALGE RAILWAY STN,16.7748316,74.4862655
NIMTITA RAILWAY STN,24.6501906,87.970232
NINGALA JUNCTION,22.0209924,71.7036723
NIPANI VADGAON RAILWAY STN,19.6016344,74.7124907
NIPANIA RAILWAY STN,21.8288302,82.043438
NIPHAD RAILWAY STN,20.0771445,74.1094408
SAWANTWADI ROAD RAILWAY STN,15.8696746,73.7654367
NITTUR RAILWAY STN,12.9530365,77.0904105
NIVASAR RAILWAY STN,16.9556017,73.4681081
BANSTHALI NIWAI RAILWAY STN,26.3595371,75.9269693
NIYOL RAILWAY STN,21.1722436,72.9187415
NIZAMABAD RAILWAY STN,18.6725047,78.0940867
NIZAMPUR RAILWAY STN,29.444122,76.9844677
SHRI KARANPUR RAILWAY STN,26.5924717,77.6593394
BARA JAMDA RAILWAY STN,22.1574019,85.5084348
NOAMUNDI RAILWAY STN,22.1574019,85.5084348
THANDLA RD RAILWAY STN,24.117711,74.9267229
NOHAR RAILWAY STN,29.1874159,74.7723516
DIPLANA RAILWAY STN,29.1874159,74.7723516
BHUKARKA RAILWAY STN,29.1874159,74.7723516
DOBHI RAILWAY STN,28.5355161,77.3910265
NOKHA RAILWAY STN,27.5577947,73.4739666
NOKHRA RAILWAY STN,25.479341,71.6188039
TULSI ASHRAM RAILWAY STN,25.344116,83.3495507
NONERA RAILWAY STN,26.4387081,78.3102489
MUPA RAILWAY STN,25.3478004,93.0175712
LANGTING RAILWAY STN,25.3478004,93.0175712
NORTH LAKHIMPUR RAILWAY STN,27.2357041,94.1069344
CHAYGAON RAILWAY STN,26.4704464,90.7675424
NOWROZABAD RAILWAY STN,23.352474,80.9802002
ROWRIAH SDG RAILWAY STN,26.7208778,94.1744145
NUA RAILWAY STN,28.0435185,75.2707293
NUAGAON RAILWAY STN,21.1102249,84.7237198
NUDURUPADU RAILWAY STN,16.2798113,80.208888
NUMALIGARH RAILWAY STN,26.5756519,93.7892328
NUNGAMBAKKAM RAILWAY STN,13.0569467,80.242469
SANK RAILWAY STN,26.4045375,78.0659063
NURABAD RAILWAY STN,26.4045375,78.0659063
NURMAHAL RAILWAY STN,31.0942615,75.5887989
SIDHWAN RAILWAY STN,31.0942615,75.5887989
KALYANPUR ROAD RAILWAY STN,25.4239712,86.0421252
KASU BEGU RAILWAY STN,31.3683731,75.6022103
BANGALBAREE RAILWAY STN,24.2951479,88.186449
BAMANGRAM RAILWAY STN,24.2951479,88.186449
NUZVID RAILWAY STN,16.7875689,80.8490357
OBAIDULLA GANJ RAILWAY STN,22.9959075,77.5889251
CHINNEKUNTAPALI RAILWAY STN,14.784915,77.9072865
OBALAPURAM RAILWAY STN,14.784915,77.9072865
OBULAVARIPALLI RAILWAY STN,14.0374777,79.2648481
OCHIRA RAILWAY STN,9.1255172,76.5097205
HINDOL ROAD RAILWAY STN,20.7620935,85.4349783
BOMMASAMUDRAM RAILWAY STN,15.9128998,79.7399875
ODELA RAILWAY STN,18.4526821,79.4467088
ODHA RAILWAY STN,19.9958558,73.9069558
ODUR RAILWAY STN,15.9128998,79.7399875
KUTTAKUDI RAILWAY STN,11.6263775,79.0376672
CHAK BANWALA RAILWAY STN,31.1471305,75.3412179
OKHA RAILWAY STN,22.4708011,69.0692304
OLAKUR RAILWAY STN,12.305883,79.7007211
OLAPUR RAILWAY STN,25.5139822,86.3503495
OLLUR RAILWAY STN,10.4824761,76.2386765
OMALUR RAILWAY STN,11.7428803,78.0473128
ANDAL JUNCTION,23.5815244,87.1910184
ONGOLE RAILWAY STN,15.5057232,80.049922
KETTI RAILWAY STN,11.4102038,76.6950324
UDAGAMANDALAM RAILWAY STN,11.4102038,76.6950324
LOVEDALE RAILWAY STN,11.4102038,76.6950324
ORAI RAILWAY STN,25.987523,79.4488695
BERCHHA RAILWAY STN,25.3511006,78.6389169
ORCHHA RAILWAY STN,25.3511006,78.6389169
KARCHHA RAILWAY STN,25.3511006,78.6389169
ORGA RAILWAY STN,22.4499028,84.9160539
PARBATONIA RAILWAY STN,22.4499028,84.9160539
OBHANIYA CHACHE RAILWAY STN,26.9657211,71.7211199
ORWARA RAILWAY STN,27.5705886,80.0981869
OSIYAN RAILWAY STN,26.7282277,72.9067194
ALAWALPUR I PUR RAILWAY STN,29.045743,77.2864402
USMANABAD RAILWAY STN,18.185332,76.0419642
VERKA JUNCTION,31.7750958,74.7205385
OTTAKOVIL RAILWAY STN,11.186476,79.131751
OTTAPPALAM RAILWAY STN,10.7766702,76.3759375
PALAPPURAM RAILWAY STN,10.7766702,76.3759375
OTIVAKKAM RAILWAY STN,12.6177434,79.9766195
PEHOWA ROAD RAILWAY STN,29.8895181,76.6614853
PBNWA JASMHNDAR RAILWAY STN,29.8895181,76.6614853
PINDARSI RAILWAY STN,29.8895181,76.6614853
SARWARI RAILWAY STN,19.7514798,75.7138884
PACHHAPUR RAILWAY STN,16.2895263,74.5974358
PARKANHATTI RAILWAY STN,16.2895263,74.5974358
HATWAR RAILWAY STN,26.0364109,87.890565
BARUANAGAR RAILWAY STN,26.420331,91.3878675
KOTRA RAILWAY STN,26.3210694,79.0249516
PATCHUR RAILWAY STN,10.613687,79.1520763
PACHORA JUNCTION,20.6588865,75.3491798
DHEKVAD RAILWAY STN,21.3592392,74.1728049
PACHOR ROAD RAILWAY STN,23.7134614,76.7307663
BARHAJ BAZAR RAILWAY STN,26.2840965,83.7292111
PACHRUKHI RAILWAY STN,26.1615001,84.4139838
PACHWAN RAILWAY STN,22.9734229,78.6568942
PADARKHEDA RAILWAY STN,25.6920697,77.665066
PADADHARI RAILWAY STN,22.4355711,70.601862
CHANOL RAILWAY STN,22.4355711,70.601862
PADHEGAON RAILWAY STN,19.9317269,74.5546333
KUND RAILWAY STN,29.8037995,76.2870113
KATHUWAS RAILWAY STN,24.3328419,73.7772032
PADLA RAILWAY STN,24.3328419,73.7772032
PADAMPUR RAILWAY STN,22.9572541,69.1797258
PADRAUNA RAILWAY STN,26.8983907,83.9797173
BHORTEX RAILWAY STN,21.1318064,74.9588702
PADSE RAILWAY STN,21.1318064,74.9588702
DARLIPUT RAILWAY STN,18.3736909,82.680071
PADUA RAILWAY STN,18.3736909,82.680071
PADUBIDRI RAILWAY STN,13.1408219,74.7720888
PADUGUPADU RAILWAY STN,14.4803357,79.9913005
TIRUMALPUR RAILWAY STN,12.9421832,79.6873947
PAGDHAL RAILWAY STN,22.4198006,77.3467996
SARSAWA RAILWAY STN,25.5984813,83.4016388
PAHARA RAILWAY STN,25.1742744,82.6577963
PAHARPUR RAILWAY STN,24.6174342,85.207537
SURATPURA RAILWAY STN,28.7311146,75.4303936
PAHARSAR RAILWAY STN,28.7311146,75.4303936
ASTHAL BOHAR RAILWAY STN,28.8471806,76.6304409
KHARAWAR RAILWAY STN,28.8471806,76.6304409
PADIYA NAGLA RAILWAY STN,28.6520242,79.5800099
KHURIAL RAILWAY STN,25.5090774,87.821815
MAHIPAL ROAD RAILWAY STN,22.9867569,87.8549755
MAHIPAL RAILWAY STN,22.9867569,87.8549755
PAKALA JUNCTION,13.4505508,79.1148336
MATARI RAILWAY STN,23.8395354,86.2387144
PAKARA ROAD RAILWAY STN,24.0647233,80.4966062
PAKKI RAILWAY STN,31.1471305,75.3412179
PAKNI RAILWAY STN,19.696683,76.3087282
MUTHANI RAILWAY STN,26.7083104,85.6764697
PAKUR RAILWAY STN,24.6336908,87.8500644
,27.2429408,88.5968902
PALAKOLLU RAILWAY STN,16.5179401,81.7253474
PALAIYAM RAILWAY STN,10.71888,78.1289
PALAKKAD JUNCTION,10.7867303,76.6547932
PALGHAT TOWN RAILWAY STN,10.7867303,76.6547932
PALAKKODU RAILWAY STN,15.3172775,75.7138884
PALANA RAILWAY STN,27.8461183,73.2634474
PALANI RAILWAY STN,10.4500374,77.5161356
PALANPUR JUNCTION,24.1724338,72.434581
PALARI RAILWAY STN,22.5954016,79.4191347
PALASA RAILWAY STN,18.7723549,84.4109252
RAMPARDA RAILWAY STN,22.6458909,71.3342153
VAGDIYA RAILWAY STN,22.6458909,71.3342153
SUMMADEVI RAILWAY STN,18.7594029,84.4199958
PALSI RAILWAY STN,17.6709617,74.681158
PLASSEY RAILWAY STN,23.7832868,88.2607188
PALASNER RAILWAY STN,22.2954628,77.0362967
MASANGAON RAILWAY STN,21.5247588,75.045052
KAVANUR RAILWAY STN,12.9536142,78.9841616
PALDHI RAILWAY STN,21.0059304,75.4752537
PALEJ RAILWAY STN,21.9207932,73.0751633
PALI A RAILWAY STN,25.490061,84.9856546
PALI MARWAR RAILWAY STN,25.7780623,73.331147
TILAYA RAILWAY STN,24.8173314,85.3975674
PALIA KALAN RAILWAY STN,28.4359542,80.5714465
PALITANA RAILWAY STN,21.5346305,71.8274846
PALIA RAILWAY STN,22.8264349,75.8040022
TALVADYA RAILWAY STN,21.8862396,76.4357008
CAUVERY RAILWAY STN,11.3669692,77.76042
NIHALGARH RAILWAY STN,26.8271154,81.6918403
PALSANA RAILWAY STN,27.4826454,75.3849382
PALSAP RAILWAY STN,18.3667568,76.181272
TOKISUD RAILWAY STN,23.511135,85.5023653
PALUR RAILWAY STN,12.7612373,79.9080757
PALWAL RAILWAY STN,28.1472852,77.3259878
PAMAN RAILWAY STN,26.3600187,80.0835241
PAMBAN JUNCTION,9.2797601,79.2291055
PAMIDI RAILWAY STN,14.947276,77.5913516
KHADARPET RAILWAY STN,14.947276,77.5913516
PAMPORE RAILWAY STN,34.0060098,74.9238001
PANAGARH RAILWAY STN,23.4363899,87.4792111
